The video is over!
The video is over!
The video is over!
The video is over!
   Frame Number   Queue Density Dynamic Density
            679        0.634188        0.000000
            680        0.635189        0.000000
            681        0.634836        0.000000
            682        0.636623        0.000000
            683        0.635509        0.000000
            684        0.636191        0.000000
            685        0.635680        0.000000
            686        0.637625        0.000000
            687        0.636228        0.000000
            688        0.637226        0.000000
            689        0.636689        0.000000
            690        0.638694        0.000000
            691        0.637013        0.000000
            692        0.636461        0.000000
            693        0.635739        0.000000
            694        0.637792        0.000000
            695        0.636265        0.000000
            696        0.635878        0.000000
            697        0.635084        0.000000
            698        0.637134        0.000000
            699        0.635617        0.000000
            700        0.635001        0.000000
            701        0.634535        0.000000
            702        0.636298        0.000000
            703        0.635123        0.000000
            704        0.634441        0.000000
            705        0.634069        0.000000
            706        0.635672        0.000000
            707        0.636377        0.000000
            708        0.635531        0.000000
            709        0.635642        0.000000
            710        0.636628        0.000000
            711        0.637415        0.000000
            712        0.636552        0.000000
            713        0.636776        0.000000
            714        0.637771        0.000000
            715        0.638315        0.000000
            716        0.637647        0.000000
            717        0.637270        0.000000
            718        0.637792        0.000000
            719        0.638648        0.000000
            720        0.637838        0.000000
            721        0.637625        0.000000
            722        0.638231        0.000000
            723        0.638830        0.000000
            724        0.638316        0.000000
            725        0.638045        0.000000
            726        0.638140        0.000000
            727        0.639177        0.000000
            728        0.638391        0.000000
            729        0.638425        0.000000
            730        0.638248        0.000000
            731        0.639489        0.000000
            732        0.640166        0.000000
            733        0.640505        0.000000
            734        0.639970        0.000000
            735        0.640822        0.000000
            736        0.641320        0.000000
            737        0.641922        0.000000
            738        0.641379        0.000000
            739        0.642314        0.000000
            740        0.643001        0.000000
            741        0.643340        0.000000
            742        0.640431        0.000000
            743        0.641562        0.000000
            744        0.642194        0.000000
            745        0.642682        0.000000
            746        0.639776        0.000000
            747        0.641231        0.000000
            748        0.640252        0.000000
            749        0.640590        0.000000
            750        0.637843        0.000000
            751        0.639513        0.000000
            752        0.638295        0.000000
            753        0.638563        0.000000
            754        0.636370        0.000000
            755        0.637508        0.000000
            756        0.636551        0.000000
            757        0.637209        0.000000
            758        0.635477        0.000000
            759        0.636331        0.000000
            760        0.635324        0.000000
            761        0.635626        0.000000
            762        0.634086        0.000000
            763        0.635012        0.000000
            764        0.634003        0.000000
            765        0.633902        0.000000
            766        0.632836        0.000000
            767        0.634745        0.000000
            768        0.633921        0.000000
            769        0.633596        0.000000
            770        0.632763        0.000000
            771        0.634035        0.000000
            772        0.633586        0.000000
            773        0.632972        0.000000
            774        0.633052        0.000000
            775        0.634407        0.000000
            776        0.634059        0.000000
            777        0.633215        0.000000
            778        0.633429        0.000000
            779        0.634738        0.000000
            780        0.634381        0.000000
            781        0.633761        0.000000
            782        0.636123        0.000000
            783        0.636968        0.000000
            784        0.636801        0.000000
            785        0.636014        0.000000
            786        0.638235        0.000000
            787        0.639264        0.000000
            788        0.641317        0.000000
            789        0.640766        0.000000
            790        0.643183        0.000000
            791        0.643851        0.000000
            792        0.642237        0.000000
            793        0.641659        0.000000
            794        0.643926        0.000000
            795        0.645288        0.000000
            796        0.643557        0.000000
            797        0.643798        0.000000
            798        0.645966        0.000000
            799        0.647652        0.000000
            800        0.645656        0.000000
            801        0.645780        0.000000
            802        0.648259        0.000000
            803        0.650056        0.000000
            804        0.647814        0.000000
            805        0.648799        0.000000
            806        0.651130        0.000000
            807        0.651792        0.000000
            808        0.649536        0.000000
            809        0.650522        0.000000
            810        0.652835        0.000000
            811        0.654127        0.000000
            812        0.651683        0.000000
            813        0.652498        0.000000
            814        0.654390        0.000000
            815        0.655553        0.000000
            816        0.653417        0.000000
            817        0.653341        0.000000
            818        0.655285        0.000000
            819        0.656045        0.000000
            820        0.653965        0.000000
            821        0.654058        0.000000
            822        0.655995        0.000000
